Address,Neighborhood,Bedrooms,Bathrooms,Square Meters,Building Age,Garden,Garage,Floors,Property Type,Heating Type,Balcony,Interior Style,View,Materials,Building Status,Price,Mapped_location,Unnamed: 0,Property Name,price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code
125 Oxford Street,Islington,3,1,64,43,0,0,1,Apartment,Underfloor Heating,High-level Balcony,Minimalist,City,Laminate Flooring,Old,512000,Islington,1244,Northchurch Road,500000,Flat / Apartment,675,1,1,1,Islington,London,N1 3FL
91 Piccadilly Circus,Shoreditch,3,1,210,50,0,1,2,Semi-Detached,Underfloor Heating,Low-level Balcony,Industrial,City,Granite,Renovated,1848000,Hackney,395,Wimbolt Street,1999995,House,1935,5,5,5,Shoreditch,London,E2 7BX
165 Bond Street,Marylebone,3,2,102,36,1,1,2,Detached House,Electric Heating,High-level Balcony,Minimalist,Sea,Laminate Flooring,Old,1530000,Westminster,1308,Devonshire Place Mews,3250000,House,1738,3,3,3,Marylebone,London,W1G 6DD
77 Piccadilly Circus,Islington,1,1,106,92,0,0,3,Apartment,Central Heating,Low-level Balcony,Modern,Park,Marble,Old,848000,Islington,1436,Noel Road,2650000,House,2311,2,2,2,Islington,London,N1 8HA
141 King's Road,Greenwich,1,1,203,50,0,0,3,Detached House,Gas Heating,Low-level Balcony,Classic,Garden,Laminate Flooring,New,2030000,Greenwich,2049,47 Pilot Walk,995000,Penthouse,1485,3,3,3,Greenwich,London,SE10 0NW
53 Bond Street,Islington,3,1,87,19,1,1,2,Semi-Detached,Gas Heating,High-level Balcony,Minimalist,Park,Laminate Flooring,New,835200,Islington,1202,Cloudesley Street,625000,Flat / Apartment,513,1,1,1,Islington,London,N1 0HX
20 Regent Street,Islington,2,1,201,42,0,1,3,Semi-Detached,Central Heating,High-level Balcony,Minimalist,Garden,Granite,New,1929600,Islington,2044,Waterloo Terrace,1850000,House,1512,3,3,3,Islington,London,N1 1TQ
129 Oxford Street,Shoreditch,4,3,240,78,0,0,3,Apartment,Gas Heating,High-level Balcony,Modern,Street,Granite,New,1760000,Hackney,1960,Baxendale Street,950000,House,987,2,2,2,Shoreditch,London,E2 7BY
52 Fleet Street,Westminster,5,3,241,75,1,1,2,Detached House,Gas Heating,Low-level Balcony,Classic,Garden,Laminate Flooring,New,4338000,Westminster,3334,Buckingham Gate,1950000,Flat / Apartment,1244,2,2,2,Westminster,London,SW1E 6PB
37 Piccadilly Circus,Islington,4,1,233,40,1,1,1,Apartment,Underfloor Heating,Low-level Balcony,Classic,Sea,Marble,New,1864000,Islington,1025,Stonefield Street,499950,Flat / Apartment,386,1,1,1,Islington,London,N1 0HW
118 Park Lane,Marylebone,2,1,231,29,0,0,1,Apartment,Electric Heating,No Balcony,Industrial,Park,Laminate Flooring,New,2310000,Westminster,178,Devonshire Mews South,3750000,House,3256,3,3,3,Marylebone,London,W1G 6QW
61 Baker Street,Marylebone,2,3,84,13,0,0,2,Apartment,Electric Heating,High-level Balcony,Classic,Park,Wood,Old,840000,Westminster,1653,Gloucester Place,1050000,Flat / Apartment,848,3,3,3,Marylebone,London,W1U 6AW
147 Oxford Street,Marylebone,5,1,167,50,0,1,3,Semi-Detached,Electric Heating,Low-level Balcony,Industrial,City,Granite,New,2004000,Westminster,2864,Nottingham Place,3500000,Flat / Apartment,1956,3,3,3,Marylebone,London,W1U 5NH
8 Oxford Street,Marylebone,4,1,96,81,0,0,2,Detached House,Gas Heating,Low-level Balcony,Industrial,Sea,Marble,New,1440000,Westminster,2864,Nottingham Place,3500000,Flat / Apartment,1956,3,3,3,Marylebone,London,W1U 5NH
12 Camden High Street,Marylebone,1,3,166,34,1,0,3,Apartment,Gas Heating,Low-level Balcony,Industrial,Street,Marble,Renovated,1660000,Westminster,3253,Upper Wimpole Street,12750000,House,7526,6,6,6,Marylebone,London,W1G 6LG
137 Strand,Marylebone,2,2,213,78,0,0,3,Apartment,Electric Heating,Low-level Balcony,Classic,Park,Marble,Renovated,2130000,Westminster,2622,Portland Place,1050000,Flat / Apartment,631,2,2,2,Marylebone,London,W1B 1NX
178 Fleet Street,Marylebone,3,1,236,77,0,0,3,Semi-Detached,Gas Heating,No Balcony,Modern,Sea,Wood,Old,2832000,Westminster,3203,Wyndham Street,3650000,House,2390,4,4,4,Marylebone,London,W1H 1DB
109 Bond Street,Kensington,1,1,101,87,1,1,2,Semi-Detached,Electric Heating,No Balcony,Modern,Garden,Granite,Old,1535199,Kensington and Chelsea,1501,Pembroke Walk,3300000,House,1889,4,4,4,Kensington,London,W8 6PQ
116 Oxford Street,Marylebone,2,1,239,88,0,1,2,Detached House,Gas Heating,High-level Balcony,Modern,Garden,Wood,Renovated,3585000,Westminster,21,Devonshire Close,5500000,House,3016,4,4,4,Marylebone,London,W1G 7BA
73 Baker Street,Marylebone,2,3,147,72,1,0,2,Apartment,Electric Heating,High-level Balcony,Modern,Sea,Wood,Renovated,1470000,Westminster,2227,Marylebone High Street,7250000,New development,1991,3,3,3,Marylebone,London,W1U 4PY
122 Bond Street,Shoreditch,2,3,185,66,1,1,1,Detached House,Gas Heating,High-level Balcony,Industrial,Park,Laminate Flooring,New,2034999,Hackney,1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
17 Strand,Islington,1,3,104,2,0,0,2,Detached House,Electric Heating,High-level Balcony,Classic,City,Granite,New,1248000,Islington,1289,Canonbury Square,2500000,House,2537,6,6,6,Islington,London,N1 2AU
77 Oxford Street,Islington,3,1,177,86,1,0,2,Apartment,Central Heating,High-level Balcony,Modern,Street,Marble,New,1416000,Islington,2638,Southgate Road,1675000,House,1845,5,5,5,Islington,London,N1 3HX
183 Strand,Westminster,5,1,109,25,1,0,2,Apartment,Gas Heating,Low-level Balcony,Minimalist,Street,Marble,Old,1308000,Westminster,1882,Rochester Row,995000,Flat / Apartment,747,2,2,2,Westminster,London,SW1P 1LQ
58 King's Road,Islington,5,2,86,22,1,1,3,Semi-Detached,Electric Heating,No Balcony,Industrial,Street,Marble,Renovated,825600,Islington,889,Liverpool Road,1895000,House,1868,3,3,3,Islington,London,N1 0RE
139 Camden High Street,Shoreditch,1,1,100,12,1,1,2,Semi-Detached,Underfloor Heating,No Balcony,Classic,Sea,Granite,New,879999,Hackney,2475,City Road,2899000,New development,1594,3,3,3,Shoreditch,London,EC1V 1AA
20 Fleet Street,Islington,1,2,240,95,1,1,3,Apartment,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,1920000,Islington,985,Alwyne Road,4200000,House,2968,3,3,3,Islington,London,N1 2HN
53 Bond Street,Islington,3,1,87,19,1,1,2,Semi-Detached,Gas Heating,High-level Balcony,Minimalist,Park,Laminate Flooring,New,835200,Islington,3014,Cross Street,850000,Flat / Apartment,770,2,2,2,Islington,London,N1 2BA
129 King's Road,Shoreditch,4,3,117,74,1,1,2,Apartment,Central Heating,Low-level Balcony,Industrial,City,Granite,Renovated,858000,Hackney,3283,Worship Street,1100000,Flat / Apartment,1024,2,2,2,Shoreditch,London,EC2A 2AH
35 Oxford Street,Islington,3,2,170,27,0,0,3,Semi-Detached,Gas Heating,High-level Balcony,Minimalist,Street,Granite,New,1632000,Islington,1106,Buckingham Road,699950,House,1255,1,1,1,Islington,London,N1 4JA
199 Camden High Street,Marylebone,2,3,179,98,0,0,1,Apartment,Central Heating,High-level Balcony,Classic,Sea,Laminate Flooring,Old,1790000,Westminster,1308,Devonshire Place Mews,3250000,House,1738,3,3,3,Marylebone,London,W1G 6DD
116 Oxford Street,Marylebone,2,1,239,88,0,1,2,Detached House,Gas Heating,High-level Balcony,Modern,Garden,Wood,Renovated,3585000,Westminster,2754,Upper Wimpole Street,11950000,House,7226,5,5,5,Marylebone,London,W1G 6LU
19 Park Lane,Islington,1,2,119,72,0,1,2,Detached House,Underfloor Heating,Low-level Balcony,Industrial,Park,Laminate Flooring,Renovated,1428000,Islington,461,Gibson Square,2375000,House,2153,3,3,3,Islington,London,N1 0RD
117 King's Road,Marylebone,3,1,141,92,0,1,2,Apartment,Electric Heating,High-level Balcony,Classic,City,Granite,New,1410000,Westminster,1650,Wigmore Place,1950000,Flat / Apartment,1765,2,2,2,Marylebone,London,W1U 2LR
176 Camden High Street,Camden,2,1,80,99,1,0,1,Detached House,Gas Heating,Low-level Balcony,Classic,Garden,Laminate Flooring,New,1039999,Camden,2966,Plender Street,525000,Flat / Apartment,565,1,1,1,Camden,London,NW1 0LB
139 Camden High Street,Shoreditch,4,2,109,4,0,0,2,Detached House,Underfloor Heating,High-level Balcony,Industrial,Park,Wood,Old,1199000,Hackney,2061,City Road,900000,Flat / Apartment,1273,2,2,2,Shoreditch,London,EC1V 2NR
55 Strand,Marylebone,2,2,231,51,0,0,3,Detached House,Underfloor Heating,Low-level Balcony,Industrial,Sea,Laminate Flooring,New,3465000,Westminster,72,Weymouth Mews,3500000,House,1763,4,4,4,Marylebone,London,W1G 7EB
30 Regent Street,Marylebone,5,1,187,69,1,1,2,Detached House,Gas Heating,Low-level Balcony,Classic,Park,Wood,New,2805000,Westminster,3251,Harley Street,18500000,House,8603,6,6,6,Marylebone,London,W1G 6BF
160 Fleet Street,Marylebone,1,2,99,17,0,1,3,Apartment,Electric Heating,No Balcony,Modern,City,Laminate Flooring,Renovated,990000,Westminster,1285,Montagu Square,1375000,Flat / Apartment,1002,2,2,2,Marylebone,London,W1H 2LW
47 Baker Street,Marylebone,4,3,209,21,0,1,3,Semi-Detached,Electric Heating,No Balcony,Industrial,Street,Laminate Flooring,Renovated,2508000,Westminster,73,Portland Place,2100000,Flat / Apartment,1208,3,3,3,Marylebone,London,W1B 1NX
135 Piccadilly Circus,Shoreditch,3,2,225,2,1,1,3,Apartment,Underfloor Heating,High-level Balcony,Industrial,Sea,Granite,Renovated,1650000,Hackney,1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
96 Camden High Street,Notting Hill,1,1,103,30,1,1,3,Semi-Detached,Electric Heating,No Balcony,Minimalist,Street,Laminate Flooring,Old,1318399,Kensington and Chelsea,3141,Hereford Road,725000,Flat / Apartment,521,1,1,1,Notting Hill,London,W2 5AJ
29 King's Road,Westminster,1,3,249,9,1,0,1,Detached House,Central Heating,High-level Balcony,Minimalist,Garden,Wood,Old,4482000,Westminster,230,Tufton Street,1650000,Flat / Apartment,1099,2,2,2,Westminster,London,SW1P 3AF
160 Fleet Street,Marylebone,1,2,99,17,0,1,3,Apartment,Electric Heating,No Balcony,Modern,City,Laminate Flooring,Renovated,990000,Westminster,742,Shillibeer Place,1750000,House,1224,3,3,3,Marylebone,London,W1H 4DR
35 Oxford Street,Islington,3,2,170,27,0,0,3,Semi-Detached,Gas Heating,High-level Balcony,Minimalist,Street,Granite,New,1632000,Islington,1025,Stonefield Street,499950,Flat / Apartment,386,1,1,1,Islington,London,N1 0HW
29 Fleet Street,Marylebone,4,1,57,69,0,1,3,Detached House,Electric Heating,No Balcony,Classic,Garden,Laminate Flooring,Old,855000,Westminster,938,Wimpole Mews,2500000,House,1266,3,3,3,Marylebone,London,W1G 8PE
61 Oxford Street,Islington,3,1,70,10,0,0,3,Detached House,Underfloor Heating,High-level Balcony,Classic,Street,Wood,New,840000,Islington,2308,Thornhill Grove,2100000,House,1677,3,3,3,Islington,London,N1 1JG
34 Bond Street,Shoreditch,2,1,198,52,1,1,2,Detached House,Central Heating,No Balcony,Minimalist,Street,Granite,Renovated,2178000,Hackney,1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
24 Fleet Street,Marylebone,4,1,98,79,1,0,1,Detached House,Gas Heating,Low-level Balcony,Classic,Garden,Granite,Renovated,1470000,Westminster,2753,Bickenhall Street,2900000,Penthouse,1455,2,2,2,Marylebone,London,W1U 6BN
107 Piccadilly Circus,Chelsea,1,2,135,63,1,0,3,Semi-Detached,Central Heating,High-level Balcony,Minimalist,Sea,Granite,Old,2160000,Kensington and Chelsea,1756,Old Church Street,500000,Flat / Apartment,373,1,1,1,Chelsea,London,SW3 5BZ
172 Piccadilly Circus,Marylebone,5,3,147,64,0,0,1,Detached House,Underfloor Heating,No Balcony,Classic,City,Wood,Old,2205000,Westminster,2195,Weymouth Mews,1575000,Flat / Apartment,979,2,2,2,Marylebone,London,W1G 7EG
78 Fleet Street,Marylebone,2,1,124,8,1,1,3,Apartment,Electric Heating,High-level Balcony,Classic,City,Wood,New,1240000,Westminster,938,Wimpole Mews,2500000,House,1266,3,3,3,Marylebone,London,W1G 8PE
66 Baker Street,Shoreditch,3,1,222,98,0,1,1,Apartment,Electric Heating,High-level Balcony,Minimalist,Park,Laminate Flooring,New,1628000,Hackney,2475,City Road,2899000,New development,1594,3,3,3,Shoreditch,London,EC1V 1AA
117 King's Road,Notting Hill,4,3,113,97,1,1,1,Semi-Detached,Gas Heating,High-level Balcony,Minimalist,City,Marble,Old,1446399,Kensington and Chelsea,1199,Westbourne Park Road,4500000,House,2742,6,6,6,Notting Hill,London,W2 5PH
57 Strand,Shoreditch,5,1,123,94,1,0,3,Semi-Detached,Gas Heating,High-level Balcony,Industrial,Garden,Wood,Old,1082400,Hackney,2474,City Road,2379000,New development,1372,3,3,3,Shoreditch,London,EC1V 1AA
19 Park Lane,Islington,1,2,119,72,0,1,2,Detached House,Underfloor Heating,Low-level Balcony,Industrial,Park,Laminate Flooring,Renovated,1428000,Islington,1627,Lofting Road,570000,Flat / Apartment,642,2,2,2,Islington,London,N1 1ET
41 Baker Street,Islington,4,2,224,48,0,1,2,Semi-Detached,Central Heating,High-level Balcony,Minimalist,Garden,Wood,Renovated,2150400,Islington,3013,Southgate Road,1695000,House,2160,4,4,4,Islington,London,N1 3HX
58 Fleet Street,Islington,1,3,159,41,0,1,2,Semi-Detached,Central Heating,No Balcony,Minimalist,City,Laminate Flooring,Renovated,1526400,Islington,260,Rydon Street,1395000,House,1510,3,3,3,Islington,London,N1 7AL
91 King's Road,Marylebone,1,3,146,49,0,1,1,Detached House,Gas Heating,Low-level Balcony,Modern,Park,Laminate Flooring,New,2190000,Westminster,2622,Portland Place,1050000,Flat / Apartment,631,2,2,2,Marylebone,London,W1B 1NX
43 King's Road,Notting Hill,4,1,171,24,1,1,2,Semi-Detached,Gas Heating,High-level Balcony,Classic,Park,Granite,Old,2188800,Kensington and Chelsea,2977,Chepstow Road,1550000,Flat / Apartment,1227,2,2,2,Notting Hill,London,W2 5BH
12 Camden High Street,Notting Hill,3,1,173,13,0,0,3,Apartment,Underfloor Heating,High-level Balcony,Classic,City,Marble,Renovated,1845333,Kensington and Chelsea,1281,Clarendon Road,3600000,House,1831,5,5,5,Notting Hill,London,W11 2HW
104 Park Lane,Shoreditch,5,1,105,57,1,1,1,Semi-Detached,Underfloor Heating,High-level Balcony,Minimalist,Sea,Granite,Old,924000,Hackney,1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
153 Piccadilly Circus,Marylebone,1,3,209,60,1,0,3,Detached House,Underfloor Heating,Low-level Balcony,Industrial,City,Laminate Flooring,New,3135000,Westminster,2136,Dukes Mews,4000000,House,2435,3,3,3,Marylebone,London,W1U 3ET
53 Baker Street,Chelsea,1,2,232,91,1,0,3,Apartment,Central Heating,No Balcony,Industrial,Sea,Granite,New,3093333,Kensington and Chelsea,1756,Old Church Street,500000,Flat / Apartment,373,1,1,1,Chelsea,London,SW3 5BZ
77 Piccadilly Circus,Islington,1,1,106,92,0,0,3,Apartment,Central Heating,Low-level Balcony,Modern,Park,Marble,Old,848000,Islington,744,Alwyne Road,3500000,House,2216,4,4,4,Islington,London,N1 2HW
41 Bond Street,Camden,5,1,125,3,1,0,2,Semi-Detached,Underfloor Heating,Low-level Balcony,Modern,Street,Wood,New,1299999,Camden,269,Murray Mews,1395000,House,1587,3,3,3,Camden,London,NW1 9RJ
143 Piccadilly Circus,Westminster,2,3,219,61,1,0,3,Apartment,Gas Heating,Low-level Balcony,Industrial,Sea,Granite,Old,2628000,Westminster,1854,Greencoat Place,730000,Flat / Apartment,693,2,2,2,Westminster,London,SW1P 1AB
42 Fleet Street,Islington,2,3,162,82,1,0,2,Semi-Detached,Gas Heating,High-level Balcony,Classic,Garden,Marble,New,1555200,Islington,1436,Noel Road,2650000,House,2311,2,2,2,Islington,London,N1 8HA
84 Bond Street,Islington,4,2,96,10,1,0,2,Detached House,Electric Heating,No Balcony,Minimalist,Park,Wood,Renovated,1152000,Islington,3382,Mortimer Road,3500000,House,3174,4,4,4,Islington,London,N1 4LB
133 Regent Street,Chelsea,4,1,244,48,1,1,2,Semi-Detached,Electric Heating,No Balcony,Modern,Park,Wood,New,3904000,Kensington and Chelsea,206,Radnor Walk,3450000,House,1820,5,5,5,Chelsea,London,SW3 4BN
48 Baker Street,Greenwich,1,3,152,67,1,0,2,Apartment,Underfloor Heating,Low-level Balcony,Classic,Park,Granite,Renovated,1013333,Greenwich,2688,Chandlers Avenue,395000,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
157 Fleet Street,Notting Hill,4,1,77,1,0,1,3,Apartment,Underfloor Heating,No Balcony,Modern,Garden,Laminate Flooring,Old,821333,Kensington and Chelsea,2977,Chepstow Road,1550000,Flat / Apartment,1227,2,2,2,Notting Hill,London,W2 5BH
84 Camden High Street,Chelsea,1,3,82,62,1,0,2,Apartment,Gas Heating,High-level Balcony,Minimalist,City,Laminate Flooring,Renovated,1093333,Kensington and Chelsea,2568,Markham Street,2950000,House,1415,3,3,3,Chelsea,London,SW3 3NP
124 Bond Street,Kensington,3,1,209,95,1,1,2,Semi-Detached,Underfloor Heating,No Balcony,Minimalist,Sea,Marble,New,3176799,Kensington and Chelsea,507,Queen's Gate Gardens,1595000,Flat / Apartment,1170,2,2,2,Kensington,London,SW7 5RR
79 Piccadilly Circus,Islington,1,3,218,89,1,1,1,Detached House,Central Heating,No Balcony,Modern,Sea,Marble,Renovated,2616000,Islington,714,Cloudesley Place,1435000,House,1341,3,3,3,Islington,London,N1 0JA
153 Strand,Marylebone,4,1,249,43,1,0,3,Semi-Detached,Central Heating,No Balcony,Classic,Street,Wood,Renovated,2988000,Westminster,2384,Wimpole Street,2575000,Flat / Apartment,1374,3,3,3,Marylebone,London,W1G 8AE
140 Fleet Street,Islington,3,3,143,19,1,1,1,Detached House,Underfloor Heating,High-level Balcony,Minimalist,City,Wood,Old,1716000,Islington,1808,Islington Place,3350000,House,3564,4,4,4,Islington,London,N1 0ET
18 Camden High Street,Marylebone,5,2,80,87,1,0,1,Detached House,Electric Heating,High-level Balcony,Modern,Garden,Granite,Renovated,1200000,Westminster,3116,Wheatley Street,2200000,Flat / Apartment,1119,2,2,2,Marylebone,London,W1G 8PS
39 Fleet Street,Marylebone,2,3,125,41,1,1,2,Detached House,Underfloor Heating,High-level Balcony,Minimalist,Park,Granite,Renovated,1875000,Westminster,1147,Wimpole Mews,1050000,Flat / Apartment,1309,3,3,3,Marylebone,London,W1G 8PD
196 Fleet Street,Chelsea,1,1,137,88,1,1,2,Detached House,Gas Heating,No Balcony,Industrial,Sea,Marble,Old,2740000,Kensington and Chelsea,3471,Herbert Crescent,4950000,Flat / Apartment,1581,3,3,3,Chelsea,London,SW1X 0HB
182 Fleet Street,Marylebone,4,2,163,24,0,0,1,Detached House,Gas Heating,No Balcony,Minimalist,Garden,Laminate Flooring,New,2445000,Westminster,1650,Wigmore Place,1950000,Flat / Apartment,1765,2,2,2,Marylebone,London,W1U 2LR
39 Fleet Street,Islington,5,1,208,84,1,0,1,Apartment,Underfloor Heating,No Balcony,Modern,Garden,Granite,Old,1664000,Islington,24,College Cross,550000,Flat / Apartment,479,1,1,1,Islington,London,N1 1PT
32 Bond Street,Notting Hill,5,2,69,69,1,1,2,Apartment,Central Heating,Low-level Balcony,Minimalist,Park,Marble,Renovated,736000,Kensington and Chelsea,3141,Hereford Road,725000,Flat / Apartment,521,1,1,1,Notting Hill,London,W2 5AJ
173 Bond Street,Notting Hill,4,1,232,3,0,1,2,Semi-Detached,Underfloor Heating,Low-level Balcony,Modern,Garden,Marble,New,2969599,Kensington and Chelsea,570,Westbourne Park Road,4750000,New development,2552,4,4,4,Notting Hill,London,W2 5PH
113 Strand,Greenwich,3,3,85,26,0,1,3,Apartment,Electric Heating,Low-level Balcony,Industrial,Street,Marble,New,566666,Greenwich,1752,Chandlers Avenue,399995,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
34 Camden High Street,Marylebone,2,3,115,64,1,0,1,Apartment,Electric Heating,Low-level Balcony,Modern,Street,Marble,New,1150000,Westminster,3251,Harley Street,18500000,House,8603,6,6,6,Marylebone,London,W1G 6BF
138 Park Lane,Islington,3,2,78,88,1,1,3,Apartment,Gas Heating,No Balcony,Classic,Sea,Wood,Old,624000,Islington,986,Lawford Road,1375000,House,1340,3,3,3,Islington,London,N1 5BJ
81 Regent Street,Marylebone,1,3,111,69,0,1,2,Semi-Detached,Electric Heating,Low-level Balcony,Minimalist,Park,Laminate Flooring,Old,1332000,Westminster,3321,Mansfield Street,4950000,Flat / Apartment,2097,3,3,3,Marylebone,London,W1G 9NF
143 Camden High Street,Islington,2,3,199,46,0,1,3,Semi-Detached,Central Heating,Low-level Balcony,Minimalist,Street,Laminate Flooring,Old,1910400,Islington,889,Liverpool Road,1895000,House,1868,3,3,3,Islington,London,N1 0RE
53 Camden High Street,Islington,3,1,189,7,0,1,1,Semi-Detached,Underfloor Heating,Low-level Balcony,Modern,Street,Granite,Old,1814400,Islington,714,Cloudesley Place,1435000,House,1341,3,3,3,Islington,London,N1 0JA
21 Regent Street,Marylebone,3,2,248,62,0,0,3,Apartment,Gas Heating,High-level Balcony,Modern,Sea,Marble,Renovated,2480000,Westminster,3203,Wyndham Street,3650000,House,2390,4,4,4,Marylebone,London,W1H 1DB
155 Piccadilly Circus,Camden,3,1,178,47,1,1,3,Semi-Detached,Underfloor Heating,No Balcony,Minimalist,Park,Marble,Renovated,1851199,Camden,398,St. Augustines Road,499000,Flat / Apartment,451,1,1,1,Camden,London,NW1 9RN
